,compound,gene,db,ctd,SMILES,n_db
40536,Quetiapine,HTR1D,True,False,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,1
40537,Quetiapine,HTR1E,True,False,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,1
40538,Quetiapine,HTR2A,True,False,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,1
40539,Quetiapine,HTR2C,True,False,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,1
40540,Quetiapine,HTR3A,True,False,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,1
40541,Quetiapine,HTR6,True,False,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,1
40542,Quetiapine,HTR7,True,False,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,1
40543,QuetiapineFumarate,HTR2A,False,True,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O,1
40544,Quinacrine,BAX,False,True,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,1
40545,Quinacrine,NQO2,False,True,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,1
40546,Quinacrine,PLA2G4A,True,False,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,1
40547,Quinacrine,PLA2G6,True,False,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,1
40548,Quinacrine,PLCL1,True,False,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,1
40549,Quinacrine,SP1,False,True,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,1
40550,QuinacrineMustard,TPR,True,False,COC1=CC2=C(NC(C)CCCN(CCCl)CCCl)C3=CC=C(Cl)C=C3N=C2C=C1,1
40551,Quinagolide,DRD1,True,False,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,1
40552,Quinagolide,DRD2,True,False,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,1
40553,Quinagolide,DRD5,True,False,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,1
40554,QuinaldicAcid,GAG-POL,True,False,OC(=O)C1=NC2=C(C=CC=C2)C=C1,1
40555,Quinalizarin,CSNK2A1,True,False,OC1=CC=C(O)C2=C1C(=O)C1=C(C(O)=C(O)C=C1)C2=O,1
40556,Quinalphos,NR1I2,False,True,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,1
40557,Quinapril,ACE,True,False,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,1
40558,Quinazolines,AVPR1B,False,True,C1=CC=C2C(=C1)C=NC=N2,1
40559,Quinazolines,KDR,False,True,C1=CC=C2C(=C1)C=NC=N2,1
40560,Quinelorane,DRD2,False,True,CCCN1CCC[C@H]2[C@H]1CC3=CN=C(N=C3C2)N,1
40561,Quinelorane,DRD3,False,True,CCCN1CCC[C@H]2[C@H]1CC3=CN=C(N=C3C2)N,1
40562,Quinestrol,ESR1,True,False,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,1
40563,Quinethazone,CA1,True,False,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,1
40564,Quinethazone,CA2,True,False,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,1
40565,Quinethazone,SLC12A1,True,False,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,1
40566,Quinethazone,SLC12A2,True,False,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,1
40567,Quinethazone,SLC12A3,True,False,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,1
40568,Quinidine,ABCB1,False,True,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,1
40569,Quinidine,CYP2D6,False,True,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,1
40570,Quinidine,KCNK1,True,False,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,1
40571,Quinidine,KCNK6,True,False,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,1
40572,Quinidine,SCN5A,True,False,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,1
40573,QuinidineBarbiturate,GABRA1,True,False,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,1
40574,QuinidineBarbiturate,GABRA2,True,False,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,1
40575,QuinidineBarbiturate,GRIA2,True,False,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,1
40576,QuinidineBarbiturate,KCNK1,True,False,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,1
40577,QuinidineBarbiturate,SCN5A,True,False,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,1
40578,Quinine,APP,False,True,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,1
40579,Quinine,GP9,True,False,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,1
40580,Quinine,KCNN4,True,False,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,1
40581,Quinocetone,VDAC1,False,True,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)C=CC3=CC=CC=C3,1
40582,Quinocetone,VDAC2,False,True,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)C=CC3=CC=CC=C3,1
40583,Quinoline,ESR1,False,True,C1=CC=C2C(=C1)C=CC=N2,1
40584,Quinoline,F2R,False,True,C1=CC=C2C(=C1)C=CC=N2,1
40585,Quinoline,ITGA5,False,True,C1=CC=C2C(=C1)C=CC=N2,1
40586,Quinoline,ITGB3,False,True,C1=CC=C2C(=C1)C=CC=N2,1
40587,Quinoline,PPARA,False,True,C1=CC=C2C(=C1)C=CC=N2,1
40588,Quinoline,PPARG,False,True,C1=CC=C2C(=C1)C=CC=N2,1
40589,QuinolinicAcid,MAPT,False,True,C1=CC(=C(N=C1)C(=O)O)C(=O)O,1
40590,QuinolinicAcid,NADC,True,False,OC(=O)C1=CC=CN=C1C(O)=O,1
40591,Quinolones,AHR,False,True,C1=CC=C2C(=C1)C=CC(=O)N2,1
40592,Quinolones,ALB,False,True,C1=CC=C2C(=C1)C=CC(=O)N2,1
40593,Quinolones,CYP1A1,False,True,C1=CC=C2C(=C1)C=CC(=O)N2,1
40594,Quinolones,EIF4E,False,True,C1=CC=C2C(=C1)C=CC(=O)N2,1
40595,Quinone,ALB,False,True,C1=CC(=O)C=CC1=O,1
40596,Quinone,CRYAA,False,True,C1=CC(=O)C=CC1=O,1
40597,Quinone,KDR,False,True,C1=CC(=O)C=CC1=O,1
40598,Quinone,MAPT,False,True,C1=CC(=O)C=CC1=O,1
40599,Quinone,PTPN2,False,True,C1=CC(=O)C=CC1=O,1
40600,Quinone,TOP2A,False,True,C1=CC(=O)C=CC1=O,1
40601,"Quinonoid7,8-tetrahydrobiopterin",PAH,True,False,[H][C@@]1(CN=C2NC(N)=NC(=O)C2=N1)[C@@H](O)[C@H](C)O,1
40602,Quinoxalines,CXCR2,False,True,C1=CC=C2C(=C1)N=CC=N2,1
40603,Quinoxalines,GPR119,False,True,C1=CC=C2C(=C1)N=CC=N2,1
40604,Quinoxalines,RARG,False,True,C1=CC=C2C(=C1)N=CC=N2,1
40605,Quinoxyfen,CAT,False,True,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,1
40606,Quinoxyfen,SHBG,False,True,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,1
40607,Quinpirole,DRD2,False,True,CCCN1CCC[C@H]2[C@H]1CC3=C(C2)NN=C3,1
40608,Quinpirole,DRD3,False,True,CCCN1CCC[C@H]2[C@H]1CC3=C(C2)NN=C3,1
40609,Quintozene,NR1I2,False,True,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],1
40610,QuinuclidinylBenzilate,CHRM1,False,True,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,1
40611,QuinuclidinylBenzilate,CHRM2,False,True,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,1
40612,QuinuclidinylBenzilate,CHRM3,False,True,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,1
40613,QuinuclidinylBenzilate,CHRM4,False,True,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,1
40614,QuinuclidinylBenzilate,CHRM5,False,True,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,1
40615,Quinupristin,RPLJ,True,False,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1,1
40616,Quinupristin,RPLV,True,False,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1,1
40617,Quipazine,HTR1A,False,True,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2,1
40618,QuisqualicAcid,GRIA2,True,False,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,1
40619,QuisqualicAcid,GRIK2,True,False,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,1
40620,QuisqualicAcid,GRM5,False,True,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1,1
40621,Quizartinib,FLT3,True,False,CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C=C2)C2=CN3C(SC4=C3C=CC(OCCN3CCOCC3)=C4)=N2)=NO1,1
40622,R-1487,MAPK14,True,False,CN1C(=O)C(OC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,1
40623,"R-2-{[4'-methoxy-(1,1'-biphenyl)-4-yl]-sulfonyl}-amino-6-methoxy-hex-4-ynoicAcid",MMP3,True,False,[H][C@](CC#CCOC)(NS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(OC)C=C1)C(O)=O,1
40624,R-348,JAK3,True,False,CCC(=O)NS(=O)(=O)C1=CC(NC2=NC=C(F)C(NC3=CC=C(OCC#C)C=C3)=N2)=CC=C1C,1
40625,R-82913,GAG-POL,True,False,C[C@H]1CN2C(=S)NC3=CC(Cl)=CC(CN1CC=C(C)C)=C23,1
40626,R-95845,GAG-POL,True,False,CC(=O)C1=C(N[C@H](C(N)=O)C2=C(Br)C=CC=C2Br)C=C(C)C=C1,1
40627,R048-8071,LSS,True,False,CN(CCCCCCOC1=CC=C(C(=O)C2=CC=C(Br)C=C2)C(F)=C1)CC=C,1
40628,Rabeprazole,ATP4A,True,False,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,1
40629,Radezolid,RRBP1,True,False,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,1
40630,Radicicol,DLAT,True,False,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,1
40631,Radicicol,HSP90AB1,True,False,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,1
40632,Radicicol,HSP90B1,True,False,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,1
40633,Radicicol,PDK3,True,False,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,1
40634,Radicicol,PHOQ,True,False,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,1
40635,Radotinib,ABL1,True,False,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=N3)=C2)=CC(=C1)C(F)(F)F,1
40636,Raf-265,BRAF,True,False,CN1C(NC2=CC=C(C=C2)C(F)(F)F)=NC2=CC(OC3=CC=NC(=C3)C3=NC=C(N3)C(F)(F)F)=CC=C12,1
40637,Raf-265,KDR,True,False,CN1C(NC2=CC=C(C=C2)C(F)(F)F)=NC2=CC(OC3=CC=NC(=C3)C3=NC=C(N3)C(F)(F)F)=CC=C12,1
40638,Ragaglitazar,PPARA,True,False,CCO[C@H](CC1=CC=C(OCCN2C3=CC=CC=C3OC3=C2C=CC=C3)C=C1)C(O)=O,1
40639,Ragaglitazar,PPARG,True,False,CCO[C@H](CC1=CC=C(OCCN2C3=CC=CC=C3OC3=C2C=CC=C3)C=C1)C(O)=O,1
40640,Raloxifene,ESR1,True,False,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,1
40641,Raloxifene,ESR2,True,False,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,1
40642,Raloxifene,SERPINB9,True,False,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,1
40643,Raloxifene,TFF1,True,False,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,1
40644,RaloxifeneHydrochloride,APP,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40645,RaloxifeneHydrochloride,ATG12,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40646,RaloxifeneHydrochloride,ATG5,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40647,RaloxifeneHydrochloride,CCL3,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40648,RaloxifeneHydrochloride,CREBBP,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40649,RaloxifeneHydrochloride,ESR1,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40650,RaloxifeneHydrochloride,ESR2,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40651,RaloxifeneHydrochloride,IGF1,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40652,RaloxifeneHydrochloride,KLRC3,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40653,RaloxifeneHydrochloride,NCOA1,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40654,RaloxifeneHydrochloride,NCOA2,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40655,RaloxifeneHydrochloride,NCOA3,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40656,RaloxifeneHydrochloride,NCOR2,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40657,RaloxifeneHydrochloride,PTGS2,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40658,RaloxifeneHydrochloride,RELA,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40659,RaloxifeneHydrochloride,SERPINB9,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40660,RaloxifeneHydrochloride,TERT,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40661,RaloxifeneHydrochloride,TFF1,False,True,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,1
40662,Raltegravir,POL,True,False,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,1
40663,Raltitrexed,FPGS,True,False,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1
40664,Raltitrexed,TYMS,True,False,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1
40665,Ramelteon,MTNR1A,True,False,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,1
40666,Ramelteon,MTNR1B,True,False,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,1
40667,Ramipril,ACE,True,False,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,1
40668,Ramipril,BDKRB1,True,False,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,1
40669,Ranirestat,AKR1B1,True,False,FC1=C(CN2C(=O)C3=CC=CN3[C@@]3(CC(=O)NC3=O)C2=O)C=CC(Br)=C1,1
40670,Ranitidine,BCHE,False,True,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,1
40671,Ranitidine,IL12A,False,True,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,1
40672,Ranitidine,IL12B,False,True,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,1
40673,Ranitidine,IL18,False,True,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,1
40674,Ranolazine,ADRA1A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40675,Ranolazine,ADRA1B,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40676,Ranolazine,ADRA1D,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40677,Ranolazine,ADRB1,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40678,Ranolazine,CACNA1C,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40679,Ranolazine,CACNA1D,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40680,Ranolazine,CACNA1F,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40681,Ranolazine,CACNA1S,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40682,Ranolazine,CACNB1,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40683,Ranolazine,CACNB2,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40684,Ranolazine,CACNB3,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40685,Ranolazine,CACNB4,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40686,Ranolazine,KCNJ12,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40687,Ranolazine,KCNJ14,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40688,Ranolazine,KCNJ2,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40689,Ranolazine,KCNJ4,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40690,Ranolazine,SCN10A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40691,Ranolazine,SCN11A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40692,Ranolazine,SCN1A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40693,Ranolazine,SCN1B,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40694,Ranolazine,SCN2A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40695,Ranolazine,SCN2B,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40696,Ranolazine,SCN3A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40697,Ranolazine,SCN3B,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40698,Ranolazine,SCN4A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40699,Ranolazine,SCN4B,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40700,Ranolazine,SCN5A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40701,Ranolazine,SCN7A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40702,Ranolazine,SCN8A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40703,Ranolazine,SCN9A,True,False,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,1
40704,Rapacuronium,CHRM2,True,False,[H][C@@]12C[C@@H]([C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1,1
40705,Rasagiline,BCL2,True,False,C#CCN[C@@H]1CCC2=CC=CC=C12,1
40706,Rasagiline,MAOB,True,False,C#CCN[C@@H]1CCC2=CC=CC=C12,1
40707,RaspberryKetone,AR,False,True,CC(=O)CCC1=CC=C(C=C1)O,1
40708,Razoxane,FTL,False,True,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1
40709,Razoxane,FTMT,False,True,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1
40710,Razoxane,TOP2A,False,True,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1
40711,Razoxane,TOP2B,False,True,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1
40712,Razuprotafib,PTPRB,True,False,COC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=C(NS(O)(=O)=O)C=C1)C1=CSC(=N1)C1=CC=CS1,1
40713,Rb006,F9,False,True,COCCOC(=O)NCCCCC(C(=O)NCCCCCCOP(=O)(O)[O-])NC(=O)OCCOC.[Na+],1
40714,Rb106,NPRS,True,False,[H][C@](S)(CC1=CC=CC=C1)C(=O)NCC(=O)N1[C@@]([H])(CC[C@]1([H])C1=CC=CC=C1)C(O)=O,1
40715,Reboxetine,SLC6A2,True,False,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,1
40716,Regadenoson,ADORA2A,True,False,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,1
40717,Reglitazar,PPARA,True,False,CC1=C(CCOC2=CC=C(CC3C(=O)NOC3=O)C=C2)N=C(O1)C1=CC=CC=C1,1
