,DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
19087,DB11823,Esketamine,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19088,DB11823,Esketamine,SmallMoleculeDrug,O60391,"Glutamate receptor ionotropic, NMDA 3B",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19090,DB11823,Esketamine,SmallMoleculeDrug,P13639,Elongation factor 2,CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19091,DB11823,Esketamine,SmallMoleculeDrug,P23560,Brain-derived neurotrophic factor,CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19092,DB11823,Esketamine,SmallMoleculeDrug,Q16620,BDNF/NT-3 growth factors receptor,CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl
19093,DB11827,Ertugliflozin,SmallMoleculeDrug,P31639,Sodium/glucose cotransporter 2,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1
19094,DB11828,Neratinib,SmallMoleculeDrug,P00533,Epidermal growth factor receptor,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N
19095,DB11830,Mocetinostat,SmallMoleculeDrug,Q13547,Histone deacetylase 1,NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CC=CN=C2)C=C1
19096,DB11830,Mocetinostat,SmallMoleculeDrug,Q92769,Histone deacetylase 2,NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CC=CN=C2)C=C1
19097,DB11830,Mocetinostat,SmallMoleculeDrug,O15379,Histone deacetylase 3,NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CC=CN=C2)C=C1
19098,DB11831,Dinitrochlorobenzene,SmallMoleculeDrug,P16455,Methylated-DNA--protein-cysteine methyltransferase,ClC1=C(C=C(C=C1)N(=O)=O)N(=O)=O
19099,DB11831,Dinitrochlorobenzene,SmallMoleculeDrug,P09211,Glutathione S-transferase P,ClC1=C(C=C(C=C1)N(=O)=O)N(=O)=O
19100,DB11834,Guselkumab,BiotechDrug,Q9NPF7,Interleukin-23 subunit alpha,
19101,DB11837,Osilodrostat,SmallMoleculeDrug,P15538,"Cytochrome P450 11B1, mitochondrial",FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12
19102,DB11837,Osilodrostat,SmallMoleculeDrug,P19099,"Cytochrome P450 11B2, mitochondrial",FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12
19103,DB11842,Angiotensin II,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,
19104,DB11853,Relugolix,SmallMoleculeDrug,P30968,Gonadotropin-releasing hormone receptor,CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1
19105,DB11854,Astodrimer,BiotechDrug,P35961,Envelope glycoprotein gp160,
19106,DB11855,Revefenacin,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
19107,DB11855,Revefenacin,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
19108,DB11855,Revefenacin,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
19109,DB11855,Revefenacin,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
19110,DB11855,Revefenacin,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
19111,DB11858,Leukotriene D4,SmallMoleculeDrug,Q9Y271,Cysteinyl leukotriene receptor 1,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O
19112,DB11858,Leukotriene D4,SmallMoleculeDrug,Q9NS75,Cysteinyl leukotriene receptor 2,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O
19113,DB11859,Brexanolone,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19114,DB11859,Brexanolone,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19115,DB11859,Brexanolone,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19116,DB11859,Brexanolone,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19117,DB11859,Brexanolone,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19118,DB11859,Brexanolone,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19119,DB11859,Brexanolone,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19120,DB11859,Brexanolone,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19121,DB11859,Brexanolone,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19122,DB11859,Brexanolone,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19123,DB11859,Brexanolone,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19124,DB11859,Brexanolone,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19125,DB11859,Brexanolone,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19126,DB11859,Brexanolone,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19127,DB11859,Brexanolone,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19128,DB11859,Brexanolone,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O
19129,DB11866,Romosozumab,BiotechDrug,Q9BQB4,Sclerostin,
19130,DB11901,Apalutamide,SmallMoleculeDrug,P10275,Androgen receptor,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19131,DB11901,Apalutamide,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19132,DB11901,Apalutamide,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19133,DB11901,Apalutamide,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19134,DB11901,Apalutamide,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19135,DB11901,Apalutamide,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19136,DB11901,Apalutamide,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19137,DB11901,Apalutamide,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19138,DB11901,Apalutamide,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19139,DB11901,Apalutamide,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19140,DB11901,Apalutamide,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19141,DB11901,Apalutamide,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19142,DB11901,Apalutamide,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19143,DB11901,Apalutamide,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19144,DB11901,Apalutamide,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19145,DB11901,Apalutamide,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19146,DB11901,Apalutamide,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F
19147,DB11914,Lebrikizumab,BiotechDrug,P35225,Interleukin-13,
19148,DB11914,Lebrikizumab,BiotechDrug,Q4VB53,IL13 protein,
19149,DB11915,Valbenazine,SmallMoleculeDrug,Q99870,Vesicle monoamine transporter type 2,COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1
19150,DB11921,Deflazacort,SmallMoleculeDrug,P04150,Glucocorticoid receptor,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O
19151,DB11936,Bempedoic acid,SmallMoleculeDrug,P53396,ATP-citrate synthase,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
19152,DB11937,Kynurenic Acid,SmallMoleculeDrug,P35869,Aryl hydrocarbon receptor,OC(=O)C1=CC(=O)C2=CC=CC=C2N1
19153,DB11937,Kynurenic Acid,SmallMoleculeDrug,Q9HC97,G-protein coupled receptor 35,OC(=O)C1=CC(=O)C2=CC=CC=C2N1
19154,DB11942,Selinexor,SmallMoleculeDrug,O14980,Exportin-1,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F
19155,DB11943,Delafloxacin,SmallMoleculeDrug,P0AFI2,DNA topoisomerase 4 subunit A,NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F
19156,DB11943,Delafloxacin,SmallMoleculeDrug,P0AES4,DNA gyrase subunit A,NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F
19157,DB11945,Avelumab,BiotechDrug,Q9NZQ7,Programmed cell death 1 ligand 1,
19158,DB11948,Lapachone,SmallMoleculeDrug,P10745,Retinol-binding protein 3,CC1(C)CCC2=C(O1)C1=CC=CC=C1C(=O)C2=O
19159,DB11949,Vestipitant,SmallMoleculeDrug,P25103,Substance-P receptor,C[C@@H](N(C)C(=O)N1CCNC[C@@H]1C1=CC=C(F)C=C1C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
19160,DB11951,Lemborexant,SmallMoleculeDrug,O43613,Orexin receptor type 1,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1
19161,DB11951,Lemborexant,SmallMoleculeDrug,O43614,Orexin receptor type 2,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1
19162,DB11952,Duvelisib,SmallMoleculeDrug,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1
19163,DB11952,Duvelisib,SmallMoleculeDrug,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1
19164,DB11963,Dacomitinib,SmallMoleculeDrug,P00533,Epidermal growth factor receptor,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
19165,DB11967,Binimetinib,SmallMoleculeDrug,P01375,Tumor necrosis factor,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
19166,DB11967,Binimetinib,SmallMoleculeDrug,P05231,Interleukin-6,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
19167,DB11967,Binimetinib,SmallMoleculeDrug,P01584,Interleukin-1 beta,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
19168,DB11967,Binimetinib,SmallMoleculeDrug,Q13233,Mitogen-activated protein kinase kinase kinase 1,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
19169,DB11967,Binimetinib,SmallMoleculeDrug,P36507,Dual specificity mitogen-activated protein kinase kinase 2,CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO
19170,DB11973,Tesevatinib,SmallMoleculeDrug,P04626,Receptor tyrosine-protein kinase erbB-2,COC1=C(OC[C@H]2C[C@H]3CN(C)C[C@H]3C2)C=C2N=CN=C(NC3=CC=C(Cl)C(Cl)=C3F)C2=C1
19171,DB11973,Tesevatinib,SmallMoleculeDrug,P01133,Pro-epidermal growth factor,COC1=C(OC[C@H]2C[C@H]3CN(C)C[C@H]3C2)C=C2N=CN=C(NC3=CC=C(Cl)C(Cl)=C3F)C2=C1
19172,DB11973,Tesevatinib,SmallMoleculeDrug,P54760,Ephrin type-B receptor 4,COC1=C(OC[C@H]2C[C@H]3CN(C)C[C@H]3C2)C=C2N=CN=C(NC3=CC=C(Cl)C(Cl)=C3F)C2=C1
19173,DB11978,Glasdegib,SmallMoleculeDrug,Q99835,Smoothened homolog,CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N
19174,DB11979,Elagolix,SmallMoleculeDrug,P30968,Gonadotropin-releasing hormone receptor,COC1=CC=CC(=C1F)C1=C(C)N(CC2=C(C=CC=C2F)C(F)(F)F)C(=O)N(C[C@H](NCCCC(O)=O)C2=CC=CC=C2)C1=O
19175,DB11986,Entrectinib,SmallMoleculeDrug,P04629,High affinity nerve growth factor receptor,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
19176,DB11986,Entrectinib,SmallMoleculeDrug,Q16620,BDNF/NT-3 growth factors receptor,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
19177,DB11986,Entrectinib,SmallMoleculeDrug,Q16288,NT-3 growth factor receptor,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
19178,DB11986,Entrectinib,SmallMoleculeDrug,P08922,Proto-oncogene tyrosine-protein kinase ROS,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
19179,DB11986,Entrectinib,SmallMoleculeDrug,O60674,Tyrosine-protein kinase JAK2,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
19180,DB11986,Entrectinib,SmallMoleculeDrug,Q07912,Activated CDC42 kinase 1,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
19181,DB11988,Ocrelizumab,BiotechDrug,P11836,B-lymphocyte antigen CD20,
19182,DB11994,Diacerein,SmallMoleculeDrug,Q13133,Oxysterols receptor LXR-alpha,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19183,DB11994,Diacerein,SmallMoleculeDrug,P55055,Oxysterols receptor LXR-beta,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19184,DB11994,Diacerein,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19185,DB11994,Diacerein,SmallMoleculeDrug,P05177,Cytochrome P450 1A2,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19186,DB11994,Diacerein,SmallMoleculeDrug,P08684,Cytochrome P450 3A4,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19187,DB11994,Diacerein,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19188,DB11994,Diacerein,SmallMoleculeDrug,P20815,Cytochrome P450 3A5,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19189,DB11994,Diacerein,SmallMoleculeDrug,P24462,Cytochrome P450 3A7,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19190,DB11994,Diacerein,SmallMoleculeDrug,P05181,Cytochrome P450 2E1,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19191,DB11994,Diacerein,SmallMoleculeDrug,P11712,Cytochrome P450 2C9,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19192,DB11994,Diacerein,SmallMoleculeDrug,P10635,Cytochrome P450 2D6,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
19193,DB11995,Avatrombopag,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2,OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1
19194,DB11995,Avatrombopag,SmallMoleculeDrug,P40238,Thrombopoietin receptor,OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1
19195,DB11995,Avatrombopag,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8,OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1
19196,DB12001,Abemaciclib,SmallMoleculeDrug,P11802,Cyclin-dependent kinase 4,CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1
19197,DB12001,Abemaciclib,SmallMoleculeDrug,Q00534,Cyclin-dependent kinase 6,CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1
19198,DB12007,Isoflavone,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,O=C1C(=COC2=CC=CC=C12)C1=CC=CC=C1
19199,DB12007,Isoflavone,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,O=C1C(=COC2=CC=CC=C12)C1=CC=CC=C1
19200,DB12010,Fostamatinib,SmallMoleculeDrug,P43405,Tyrosine-protein kinase SYK,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19201,DB12010,Fostamatinib,SmallMoleculeDrug,P0DMS8,Adenosine receptor A3,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19202,DB12010,Fostamatinib,SmallMoleculeDrug,Q99870,Vesicle monoamine transporter type 2,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19203,DB12010,Fostamatinib,SmallMoleculeDrug,O00519,Fatty-acid amide hydrolase 1,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19204,DB12010,Fostamatinib,SmallMoleculeDrug,Q99808,Equilibrative nucleoside transporter 1,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19205,DB12010,Fostamatinib,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19206,DB12010,Fostamatinib,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19207,DB12010,Fostamatinib,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19208,DB12010,Fostamatinib,SmallMoleculeDrug,P25774,Cathepsin S,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19209,DB12010,Fostamatinib,SmallMoleculeDrug,P07711,Cathepsin L1,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19210,DB12010,Fostamatinib,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
19211,DB12010,Fostamatinib,SmallMoleculeDrug,P62344,Calcium-dependent protein kinase 1,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
